type,german,english,example_de,example_en,date_last_used,times_used,notes,subtype
other,kennzeichnen,to label / mark / tag,Er kennzeichnet den Lebensmittelbehälter.,He labels the food container.,2026-09-04,1,,Wortschatz
other,kichern,to giggle,,,,0,,Wortschatz
other,klappen,to work out / go smoothly,Das klappt.,That works / that'll do.,2026-09-03,1,also means 'to fold',Wortschatz
other,klauen,to steal / swipe,,,,0,colloquial; corrected from past-tense 'klauten',Wortschatz
other,knabbern,to nibble,,,,0,,Wortschatz
other,knallen,to bang / to pop,,,,0,,Wortschatz
other,knusprig,crunchy,,,,0,,Wortschatz
other,Kosten tragen,to bear / cover the costs,Die Firma trägt die Kosten für die Versicherung der Ware.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,kriegen,to get / receive (informal),,,,0,,Wortschatz
other,köstlich,delicious,,,,0,,Wortschatz
other,langweilen (mit) (+Akk),to bore (with),Er langweilte seine Kollegen mit endlosen Details über sein Hobby.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,leicht für (+Akk),easy for,Eine neue Sprache zu lernen ist für kleine Kinder leicht.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,leihen (+Dat/+Akk),to lend / to loan,"Er lieh ihr sein Fahrrad, da ihres kaputt war.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,lieb zu (+Dat),kind to / sweet to,Hedda Aziz' Kinder sind lieb zu Tieren.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,lieben (+Akk),to love,"Sie liebt es, am Wochenende lange auszuschlafen.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,loben,to praise,,,,0,,Wortschatz
other,mehrmals,several times,,,,0,,Wortschatz
other,merken,to note / take note of,,,2026-09-04,1,,Wortschatz
other,mindestens,at least,Ich brauche mindestens hundert Dollar.,I need at least a hundred dollars.,,0,,Wortschatz
other,"Mir ist gerade klar geworden, dass...",I just realized that...,,,,0,,Redemittel
other,"Mir war nicht aufgefallen/bewusst, dass...",I hadn't noticed/realized that...,,,,0,,Redemittel
other,missfallen (+Dat),to displease / to be displeasing,"Es missfiel ihm, dass seine Vorschläge ständig ignoriert wurden.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,misstrauen (+Dat),to distrust / to be suspicious of,Sie misstraut seinem plötzlichen Sinneswandel.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,misstrauisch gegenüber (+Dat),suspicious of / distrustful towards,Die alte Dame war anfangs misstrauisch gegenüber den neuen Nachbarn.,,2026-08-31,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,mitteilen (+Dat/+Akk),to inform / to communicate,Das Unternehmen teilte seinen Mitarbeitern die neuen Regelungen mit.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,müde von (+Dat),tired of / weary from,Toma Popescu ist heute müde von der Arbeit.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,na klar,of course / sure,,,,0,,Redemittel
other,nachfragen,to ask again / inquire further,,,,0,,Wortschatz
other,nachgeben (+Dat),to give in / to yield,Nach langem Streit gab er schließlich nach und akzeptierte den Kompromiss.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Natrium,sodium,,,,0,,Wortschatz
other,neidisch auf (+Akk),envious of,Ich bin nicht neidisch auf meinen reichen Nachbarn.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,nett zu (+Dat),nice to / kind to,"Es zahlt sich aus, nett zu anderen Menschen zu sein.",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,neugierig auf (+Akk),curious about,Die Kinder sind neugierig auf die Weihnachtsgeschenke.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,Nichts zu fassen.,Unbelievable.,,,,0,,Redewendung
other,niesen,to sneeze,,,,0,,Wortschatz
other,nochmals,once again,,,,0,,Wortschatz
other,Notizen machen,to take notes,Hast du dir heute im Kurs Notizen gemacht?,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,notwendig,necessary / required,,,,0,,Wortschatz
other,nun,now,Es ging ihr nun viel besser.,She was now doing much better.,,0,,Wortschatz
other,nützen (+Dat),to be of use to / to benefit,"Es nützt ihr nichts, sich darüber aufzuregen.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,obwohl,although,,,,0,,Wortschatz
other,Opfer bringen,to make sacrifices,Die Ausbildung ist sehr anspruchsvoll. Da muss ich Opfer bringen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,plaudern,to chat,,,,0,,Wortschatz
other,"Plötzlich wurde mir klar, dass...",I suddenly realized that...,,,,0,,Redemittel
other,prägen,"to shape / to mold (character, era)",,,,0,,Wortschatz
other,prägend,influential / formative,,,,0,,Wortschatz
other,quietschen,to squeak,,,2026-09-04,1,,Wortschatz
other,rechnen,to do math / calculate,Ich kann ziemlich gut rechnen.,I can do math fairly well.,2026-08-31,1,translated mixed-language original,Wortschatz
other,Recht haben,to be correct,Du hast Recht. Deine Argumente sind wirklich überzeugend.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,reich an (+Dat),rich in / abundant in,Russland ist reich an Bodenschätzen.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,relativ,relatively,Es war relativ kalt.,It was relatively cold.,,0,,Wortschatz
other,Ruhe bewahren,to keep calm / to maintain composure,Im Brandfall sollten Sie Ruhe bewahren.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,sagen (+Dat/+Akk),to say / to tell,"Sie sagte ihm die Wahrheit, obwohl es schwierig war.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,schaden (+Dat),to harm / to damage,Übermäßiger Stress schadet der Gesundheit erheblich.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,schaffen,to manage / succeed; to work on / be busy with,,,,0,two related senses,Wortschatz
other,schenken (+Dat/+Akk),to give as a gift,Er schenkte ihr zum Geburtstag ein selbst geschriebenes Gedicht.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,schicken (+Dat/+Akk),to send,Sie schickte ihrer Mutter ein Paket mit Spezialitäten aus dem Ausland.,,2026-08-28,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,schieflaufen,to go wrong,,,,0,,Wortschatz
other,schielen,to squint / glance sideways,Sie schielt ins Wohnzimmer.,She glances into the living room.,,0,,Wortschatz
other,schimpfen,to cuss / scold,,,,0,,Wortschatz
other,Schiss haben,to be scared / nervous,Ich hatte ein bisschen Schiss.,I was a little scared.,,0,corrected spelling,Redewendung
other,schlau,clever,,,,0,,Wortschatz
other,schleichen,to sneak / creep / tiptoe,Auf Zehenspitzen schleicht sie in die Küche.,On tiptoes she sneaks into the kitchen.,,0,corrected gloss from 'to speak' (typo),Wortschatz
other,schmeißen,to throw,,,,0,colloquial,Wortschatz
other,schniefen,to sniffle,Ich huste und schniefe wieder stärker.,I'm coughing and sniffling more heavily again.,,0,,Wortschatz
other,schon mal,already / beforehand,,,,0,,Wortschatz
other,schreiben (+Dat/+Akk),to write,"Er schrieb ihr jeden Tag eine Nachricht, als sie im Ausland war.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Schritt für Schritt,step by step,,,,0,,Redewendung
other,schuld an (+Dat),guilty of / to blame for,Wer ist schuld an dieser Unordnung?,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,schweigsam,silent / taciturn,,,,0,corrected from 'schweiger' (not a standard word),Wortschatz
other,Schwieger-,in-law (prefix),der Schwiegersohn,the son-in-law,,0,,Wortschatz
other,schwierig für (+Akk),difficult for,"Besonders für Alleinerziehende ist es schwierig, Beruf und Familie zu vereinbaren.",,2026-09-04,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,Schwierigkeiten bereiten,to cause difficulties,Die Rechtschreibschwäche hat Frau Wiegand lange große Schwierigkeiten bereitet.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,schwitzen,to sweat,,,2026-09-03,1,,Wortschatz
other,schwurbeln,to talk nonsense / spout pseudoscience or conspiracy theories,,,,0,slang,Wortschatz
other,schädlich für (+Akk),harmful to / damaging to,Zu viel Stress ist schädlich für die Gesundheit.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,schätzen,to estimate; to value / appreciate,,,,0,two related senses; see also schätzen an,Wortschatz
other,Schönes Wochenende!,Nice weekend!,,,,0,,Redemittel
other,seden (+Dat/+Akk),to send / to transmit,Die Redaktion sendete dem Autor eine Einladung zur Lesung.,,2026-08-28,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,sehen (+Akk),to see,"Hast du gesehen, wie er das Problem in wenigen Minuten gelöst hat?",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,seit Langem,for a long time,,,2026-08-27,1,,Wortschatz
other,seltsam,unusual / strange,,,,0,,Wortschatz
other,seufzen,to sigh,,,,0,,Wortschatz
other,sich befinden,to be located / situated,,,,0,,Wortschatz
other,sich dehnen,to stretch,,,,0,,Wortschatz
other,sich erbarmen,to have mercy / show mercy,,,2026-08-28,1,reflexive verb; noun is das Erbarmen (mercy),Wortschatz
other,sich kurz fassen,to keep it short,,,,0,,Redewendung
other,sich lohnen,to be worth it,Lohnt es sich?,Is it worth it?,2026-09-04,1,,Wortschatz
other,sich melden,to raise one's hand / speak up,Ich habe mich immer gemeldet.,I always raised my hand.,2026-09-03,1,,Wortschatz
other,sich umdrehen,to roll over,Ich habe mich auf die Seite gedreht.,I rolled onto my side.,,0,,Wortschatz
other,sich umschauen,to look around,,,,0,,Wortschatz
other,sich verändern,to change,Das Licht am Gerät hat sich verändert.,The light on the device has changed.,,0,corrected grammar of original ('veränderen sich'),Wortschatz
other,sich vorstellen,to imagine,"Ihr könnt euch ja schon mal überlegen, ob ihr euch dieses Amt vorstellen könnt.",You can already start thinking about whether you can imagine [taking on] this position.,2026-09-04,1,,Wortschatz
other,sich überschätzen,to overestimate oneself,Der Sprudelholer hat sich überschätzt.,The water-delivery guy overestimated himself.,,0,,Wortschatz
other,sicher vor (+Dat),safe from / protected from,In vielen Städten fühle ich mich nicht sicher vor Taschendieben.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,So ein Mist.,What a bummer / darn it.,,,,0,,Redewendung
other,Sonst bekomme ich Ärger mit meiner anderen Chefin.,Otherwise I'll get in trouble with my other boss.,,,,0,corrected typo 'Sonnst',Redemittel
other,sorgfältig,carefully,"Alles ist sorgfältig designt, mit einem feinen, rustikalen Touch.","Everything is carefully designed, with a fine, rustic touch.",,0,corrected spelling,Wortschatz
other,speziell,especially / particularly,"Die Möglichkeiten der modernen Kommunikation am Arbeitsplatz, speziell das Internet, beschäftigen immer wieder die Justiz.","The possibilities of modern workplace communication, especially the internet, repeatedly occupy the courts.",,0,,Wortschatz
other,springen,to jump,Sie sprang ins Wasser.,She jumped into the water.,2026-08-31,1,,Wortschatz
other,spürbar,noticeable,"Das ist spürbar für Menschen, die hier in Deutschland leben, die hier arbeiten.",That's noticeable for people who live and work here in Germany.,,0,merged duplicate entry,Wortschatz
other,stets,always,Er war stets kalt.,He was always cold.,,0,,Wortschatz
other,stolz auf (+Akk),proud of,Hedda Aziz ist stolz auf ihre Kinder.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,stur,stubborn,,,,0,,Wortschatz
other,tapfer,brave,,,,0,,Wortschatz
other,tauchen,to dive,Er tauchte in das tiefe Wasser.,He dove into the deep water.,2026-09-03,1,,Wortschatz
other,tauschen,to trade / exchange,Ich habe mit ihm Fahrräder getauscht.,I traded bikes with him.,,0,,Wortschatz
other,teilweise,partial(ly),,,,0,,Wortschatz
other,traurig über (+Akk),sad about,Die Kinder sind traurig über den Streit der Eltern.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,treffen (+Akk),to meet / to encounter,Wir treffen uns jeden Freitag nach der Arbeit.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,treten,to step / kick,,,,0,,Wortschatz
other,trotzdem,still / nevertheless / despite this,,,,0,merged duplicates,Wortschatz
other,typisch für (+Akk),typical of / characteristic of,Für Deutschland sind die vielen Brotsorten typisch.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,um Erlaubnis fragen,to ask for permission,Die Kinder müssen die Eltern wegen der Klassenfahrt um Erlaubnis fragen.,,2026-08-27,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,umgekehrt,reverse / the other way around,,,,0,,Wortschatz
other,umwechseln,to exchange (currency),Ich wechsle meine Dollars in Euro um.,I exchange my dollars for euros.,,0,corrected non-word 'unwechseln',Wortschatz
other,unangenehm für (+Dat),unpleasant for / uncomfortable for,Die Beschwerden der Mitarbeiter sind für Dimitra unangenehm.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,unbedingt,absolutely / definitely,,,,0,,Wortschatz
other,unbeliebt bei (+Dat),unpopular with,Der neue Vermieter ist bei den meisten Mietern unbeliebt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,unerfahren in (+Dat),inexperienced in,Die Praktikantin ist in den meisten Bereichen unerfahren.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,unerwartet,unexpected,,,,0,,Wortschatz
other,unfreundlich zu (+Dat),unfriendly to / towards,Heute war ein Fahrgast unfreundlich zu dem Straßenbahnfahrer.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,ungeeignet für (+Akk),unsuitable for / inappropriate for,Der Beruf des Schauspielers ist für schüchterne Menschen ungeeignet.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,unglücklich über (+Akk),unhappy about / distressed about,Jeder Mensch ist manchmal unglücklich über sein Leben.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,unter Druck stehen,to be under pressure,"Sie steht momentan sehr unter Druck, da die Deadline näher rückt.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,unterbrechen (+Akk),to interrupt,"Er unterbrach sie mitten im Satz, was sie sehr störte.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Unterlagen erstellen,to prepare / draw up documents,Bitte erstellen Sie die Unterlagen für die Besprechung bis 16 Uhr.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,untersuchen (+Akk),to examine / to investigate,Der Arzt untersuchte den Patienten gründlich und stellte eine Diagnose.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,unwahrscheinlich,unlikely,,,,0,,Wortschatz
other,unzufrieden mit (+Dat),dissatisfied with / unhappy with,Die Mitarbeiter sind unzufrieden mit den Wartezeiten in der Kantine.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,"V = 'fau', Y = 'Ypsilon', Z = 'Zett'","German names for the letters V, Y, Z",,,2026-09-02,1,pronunciation reference; corrected 'fow' -> 'fau',Wortschatz
other,verabscheuen,to detest,,,,0,,Wortschatz
other,verantwortlich für (+Akk),responsible for / accountable for,Wer ist für dieses Problem verantwortlich?,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,verarscht,screwed over / fooled / kidding,,,,0,corrected from 'verarsched'; colloquial,Wortschatz
other,verbieten (+Dat/+Akk),to forbid / to prohibit,"Der Arzt verbot ihm, nach der Operation Sport zu treiben.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verbinden,to connect,,,,0,,Wortschatz
other,verbringen,to spend (time),Ich verbringe sehr viel Zeit mit meinen Kindern.,I spend a lot of time with my children.,,0,merged duplicates,Wortschatz
other,verdanken (+Dat/+Akk),to owe / to be indebted to,"Sie verdankt ihm viel, denn er hat ihr den entscheidenden Tipp gegeben.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Verflucht!,Darn it! / Curses!,,,,0,corrected from 'Verfluchte',Redemittel
other,verfügbar,available,,,,0,,Wortschatz
other,vergleichen,to compare,,,,0,corrected from noun form 'vergleich'; related noun: der Vergleich,Wortschatz
other,verheiratet mit (+Dat),married to,Hedda Aziz ist seit 15 Jahren mit ihrem Mann verheiratet.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,verhören (+Akk),to interrogate,Der Detektiv verhörte den Verdächtigen mehrere Stunden lang.,,2026-09-03,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verkaufen (+Dat/+Akk),to sell,Er verkaufte ihr das alte Fahrrad zu einem fairen Preis.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verlassen,to leave,,,,0,corrected old spelling 'verlaßen',Wortschatz
other,verletzen,to injure,,,,0,,Wortschatz
other,verliebt in (+Akk),in love with,Hedda Aziz' Tochter ist in einen Mitschüler verliebt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,verlieren,to lose,,,,0,corrected infinitive from past participle 'verloren',Wortschatz
other,verlobt mit (+Dat),engaged to,"Weißt du, dass Nhan mit Silke verlobt ist?",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,vermissen,to miss (someone),Ich vermisse meine Familie.,I miss my family.,2026-09-03,1,,Wortschatz
other,vernichten,to destroy,,,,0,,Wortschatz
other,vernünftig,reasonable,,,2026-09-03,1,,Wortschatz
other,verrückt nach (+Dat),crazy about / mad about,"Unsinn, er ist verrückt nach Maria!",,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,verschweigen (+Dat/+Akk),to conceal / to withhold,"Er verschwieg ihr, dass er bereits von dem Problem wusste.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verspeisen,to devour / eat up,,,,0,,Wortschatz
other,versprchen (+Dat/+Akk),to promise,"Sie versprach ihm, pünktlich zu sein.",,2026-08-31,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verstehen (+Akk),to understand,"Ich verstehe nicht, warum er so reagiert hat.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,vertrauen (+Dat),to trust,"Sie vertraut ihm blind, seit er ihr einmal aus der Klemme geholfen hat.",,2026-09-02,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Vertrauen missbrauchen,to abuse / betray trust,Eine Bekannte missbrauchte das Vertrauen ihres Arbeitgebers und verlor fast ihre Stelle.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,verwandt mit (+Dat),related to,Sind Sie mit jemandem aus dem Kurs verwandt?,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,verweigern (+Dat/+Akk),to refuse / to deny,Das Amt verweigerte ihm die Genehmigung ohne Angabe von Gründen.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verzeihen (+Dat/+Akk),to forgive,"Sie verzieh ihm seinen Fehler, nachdem er sich aufrichtig entschuldigt hatte.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,verzweifeln,to despair,,,2026-09-03,1,fixed spelling,Wortschatz
other,verärgert über (+Akk),annoyed about / irritated by,Eine Mitarbeiterin ist über die unordentliche Führung der Patienten-akten verärgert.,,2026-08-28,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,vielseitig,versatile,,,,0,,Wortschatz
other,vorkommen,to seem / to occur,,,,0,,Wortschatz
other,wackeln,to wobble,Es wackelt.,It wobbles.,,0,,Wortschatz
other,wagen,to dare,,,,0,,Wortschatz
other,Ware umtauschen,to exchange goods / to swap an item,"Können wir die Ware umtauschen, wenn wir nicht zufrieden sind?",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,Was für ein Zufall!,What a coincidence!,,,,0,,Redemittel
other,Was hältst du davon?,What do you think about that?,,,2026-09-04,1,,Redemittel
other,wasserdicht,waterproof,,,,0,,Wortschatz
other,wechseln,to change,Die Ampel wechselte von Rot auf Grün.,The traffic light changed from red to green.,,0,,Wortschatz
other,wegnehmen (+Dat/+Akk),to take away,Der Lehrer nahm dem Schüler das Handy weg.,,2026-09-03,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,wegräumen,to clear away,,,,0,corrected from 'Weg räumen',Wortschatz
other,wendig,agile,,,,0,,Wortschatz
other,wichtig für (+Akk),important for / significant for,Für alle Menschen ist Erholung wichtig.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,widersprechen (+Dat),to contradict / to disagree with,Er widersprach dem Experten öffentlich und sorgte damit für Aufsehen.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,"Wir freuen uns, Sie zu sehen.",We look forward to seeing you.,,,,0,,Redemittel
other,wirken,to seem,Das wirkt sehr echt.,That seems very real.,,0,,Wortschatz
other,wohl,probably / likely,,,,0,,Wortschatz
other,wutend auf (+Akk)/über (+Akk),furious at / angry about,Der Gast war wegen der langen Wartezeit wütend auf den Kellner./ Fayyad Hadji ist wütend über seine Kündigung.,,2026-08-27,1,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,während,while / during,,,2026-09-04,1,,Wortschatz
other,wünschen (+Dat/+Akk),to wish,Ich wünsche dir viel Erfolg bei deiner Prüfung.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,wütend,angry,,,,0,,Wortschatz
other,zeichnen,to draw,,,,0,,Wortschatz
other,zeigen (+Dat/+Akk),to show,Er zeigte ihr den kürzesten Weg zum Bahnhof.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,Zeit verlieren,lose time,Lass uns keine Zeit verlieren und gleich losfahren.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zig,a bunch of / umpteen,,,,0,,Wortschatz
other,zocken,to gamble / bet,,,,0,,Wortschatz
other,zu einem Ergebnis kommen,to reach a conclusion / result,Wir müssen jetzt zu einem Ergebnis kommen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zu einer Einigung kommen,to reach an agreement / to come to a settlement,Nach stundenlangen Verhandlungen kamen beide Parteien endlich zu einer Einigung.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zu Wort kommen,to get a chance to speak / to have one's say,Entschuldigung! Ich komme nicht zu Wort. Ich möchte auch etwas sagen.,,,0,"idiomatic verb phrase, from uploaded list",Redewendung
other,zufrieden mit (+Dat),satisfied with / content with,Toma Popescu ist zufrieden mit seiner Arbeitsstelle.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,zufällig,by chance / random(ly),,,,0,merged duplicates,Wortschatz
other,zuhören,to listen,,,2026-08-28,1,,Wortschatz
other,zulächeln (+Dat),to smile at,"Sie lächelte ihm freundlich zu, als er den Raum betrat.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,zum Ende kommen,come to an end,Kommen Sie jetzt zum Ende. Die Zeit für die Bearbeitung des Leseverstehens ist vorbei.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zur Auswahl stehen,to be available for selection / to be an option,"Zur Auswahl stehen Milchkaffee, Espresso und grüner Tee.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zur Diskussion stehen,to be up for discussion / to be under debate,Der neue Vorschlag steht auf der nächsten Sitzung zur Diskussion.,,2026-08-28,1,"idiomatic verb phrase, from uploaded list",Redemittel
other,zur Folge haben,to result in / to have as a consequence,Die ungeplante Schwangerschaft hatte für Petra Münzberg den Abbruch der Ausbildung zur Folge.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zur Kenntnis nehmen,to take note of / to acknowledge,"Die Behörde nahm die Beschwerde zur Kenntnis, handelte jedoch nicht sofort.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zur Ruhe kommen,to find peace / to settle down / to get some rest,Toma Popescu kommt beim Angeln zur Ruhe.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zur Sprache bringen,to bring up / to raise (a topic),Sie brachte das heikle Thema beim Treffen geschickt zur Sprache.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,zureden (+Dat),to encourage / to persuade,"Seine Freunde redeten ihm gut zu, die Stelle anzunehmen.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,zusehen (bei) (+Dat),to watch / to observe,"Er sah ihr beim Kochen zu und versuchte, das Rezept zu lernen.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,zustellen,to deliver,"Anscheinend wurde schon am 22.09. ein Paket für uns zugestellt, aber ich habe es noch nicht gefunden.","Apparently a package was already delivered to us on 9/22, but I haven't found it yet.",,0,,Wortschatz
other,zustimmen (+Dat),to agree / to consent,Der Ausschuss stimmte dem neuen Vorschlag einstimmig zu.,,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,zuständig für (+Akk),responsible for / in charge of,Anita Jiménez ist für südamerikanische Kundenkontakte zuständig.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,zuwinken (+Dat),to wave at,"Sie winkte ihm vom Bahnsteig aus zu, als der Zug abfuhr.",,,0,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,ähnlich,similar,,,,0,,Wortschatz
other,ärgerlich auf (+Akk)/über (+Akk),annoyed at / about,Sie ist ärgerlich auf ihre Kollegin./ Er ist ärgerlich über die Verspätung seines Kollegen.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
other,über den Tisch ziehen,to dupe / con someone,,,,0,"idiom, lit. 'to pull someone over the table'",Redewendung
other,überhaupt,at all,Ich kann überhaupt nicht arbeiten.,I can't work at all.,,0,,Wortschatz
other,überholen,to pass / overtake (vehicles),Der Schnellzug hat den Bummelzug überholt.,The express train overtook the local train.,2026-08-31,1,,Wortschatz
other,überlegen,to consider,,,,0,,Wortschatz
other,überlegt,considered / deliberate,,,,0,past participle / adjective form of überlegen,Wortschatz
other,übernehmen,to take over / accept,,,,0,,Wortschatz
other,überreichen (+Dat/+Akk),to hand over / to present,Der Bürgermeister überreichte ihr feierlich die Auszeichnung.,,2026-08-28,1,"governs case, no preposition (from uploaded list)",Verb + Kasus
other,überschätzen,to overestimate,,,,0,,Wortschatz
other,Überstunden abbauen,to reduce / work off overtime,Sie wird die Überstunden nächsten Monat abbauen und sich etwas erholen.,,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,Überstunden machen,to do / work overtime,"Dimitra Papadopoulou macht momentan viele Überstunden, weil so viele Kollegen krank sind.",,,0,"idiomatic verb phrase, from uploaded list",Redemittel
other,überwinden,to overcome,,,,0,,Wortschatz
other,überzeugen,to convince,Ihr Kaffee hat mich nicht überzeugt.,Their coffee didn't impress me.,,0,,Wortschatz
other,überzeugt,convinced,,,2026-08-31,1,,Wortschatz
other,überzeugt von (+Dat),convinced of / certain about,Nhan ist von der Sicherheit des Online-Bezahldienstes überzeugt.,,,0,"adjective + preposition (fixed collocation, from uploaded list)",Adjektiv + Präp.
